return_id;receipt_no;store_code;sku;qty;reason;return_date
RT-000928;R-0031495;ST-004;SKU-00164;1;Qadoq shikastlangan;05.01.2026
RT-000929;R-0045550;ST-009;SKU-00192;1;Muddati o'tgan;19.02.2026
RT-000930;R-0036673;ST-001;SKU-00086;1;Muddati o'tgan;20.01.2026
RT-000931;R-0035754;ST-003;SKU-00108;2;Xaridor fikri o'zgardi;20.01.2026
RT-000932;R-0038381;ST-011;SKU-00498;4;Xaridor fikri o'zgardi;12.02.2026
RT-000933;R-0049996;ST-010;SKU-00176;1;Qadoq shikastlangan;15.03.2026
RT-000934;R-0030212;ST-010;SKU-00479;1;Qadoq shikastlangan;10.01.2026
RT-000935;R-0044107;ST-008;SKU-00049;2;Xaridor fikri o'zgardi;24.02.2026
RT-000936;R-0048021;ST-010;SKU-00270;1;Muddati o'tgan;09.03.2026
RT-000937;R-0030575;ST-011;SKU-00423;1;Xaridor fikri o'zgardi;17.01.2026
RT-000938;R-0036184;ST-006;SKU-00016;1;Xaridor fikri o'zgardi;08.02.2026
RT-000939;R-0039873;ST-011;SKU-00458;1;Noto'g'ri tovar berilgan;13.02.2026
RT-000940;R-0049311;ST-001;SKU-00192;1;Kafolat holati;12.03.2026
RT-000941;R-0050745;ST-002;SKU-00303;1;Qadoq shikastlangan;16.03.2026
RT-000942;R-0049745;ST-002;SKU-00160;1;Kafolat holati;13.03.2026
RT-000943;R-0040496;ST-006;SKU-00309;1;Sifatsiz mahsulot;12.02.2026
RT-000944;R-0040633;ST-010;SKU-00275;1;Xaridor fikri o'zgardi;15.02.2026
RT-000945;R-0031637;ST-010;SKU-00266;2;Qadoq shikastlangan;18.01.2026
RT-000946;R-0046861;ST-010;SKU-00375;1;Sifatsiz mahsulot;26.02.2026
RT-000947;R-0038743;ST-001;SKU-00368;1;Qadoq shikastlangan;27.01.2026
RT-000948;R-0050609;ST-009;SKU-00272;2;Muddati o'tgan;18.03.2026
RT-000949;R-0051898;ST-009;SKU-00323;1;Xaridor fikri o'zgardi;08.03.2026
RT-000950;R-0041648;ST-001;SKU-00433;1;Muddati o'tgan;24.02.2026
RT-000951;R-0038839;ST-005;SKU-00090;1;Noto'g'ri tovar berilgan;09.02.2026
RT-000952;R-0035208;ST-010;SKU-00236;2;Sifatsiz mahsulot;30.01.2026
RT-000953;R-0036488;ST-006;SKU-00484;1;Sifatsiz mahsulot;09.02.2026
RT-000954;R-0052084;ST-003;SKU-00094;1;Muddati o'tgan;21.03.2026
RT-000955;R-0034607;ST-010;SKU-00486;1;Qadoq shikastlangan;22.01.2026
RT-000956;R-0036428;ST-003;SKU-00155;1;Qadoq shikastlangan;13.01.2026
RT-000957;R-0034364;ST-012;SKU-00205;2;Kafolat holati;23.01.2026
RT-000958;R-0051845;ST-007;SKU-00259;4;Muddati o'tgan;25.03.2026
RT-000959;R-0048142;ST-003;SKU-00496;1;Kafolat holati;16.03.2026
RT-000960;R-0033526;ST-006;SKU-00085;2;Qadoq shikastlangan;28.01.2026
RT-000961;R-0048094;ST-002;SKU-00108;1;Noto'g'ri tovar berilgan;26.02.2026
RT-000962;R-0048702;ST-012;SKU-00023;1;Noto'g'ri tovar berilgan;19.02.2026
RT-000963;R-0032108;ST-004;SKU-00234;3;Kafolat holati;10.01.2026
RT-000964;R-0039433;ST-006;SKU-00205;4;Muddati o'tgan;09.02.2026
RT-000965;R-0044726;ST-007;SKU-00063;1;Kafolat holati;15.02.2026
RT-000966;R-0039118;ST-004;SKU-00082;1;Muddati o'tgan;30.01.2026
RT-000967;R-0042234;ST-012;SKU-00356;1;Kafolat holati;14.02.2026
RT-000968;R-0032345;;SKU-00475;1;Noto'g'ri tovar berilgan;08.01.2026
RT-000969;R-0030369;ST-003;SKU-00419;1;Noto'g'ri tovar berilgan;14.01.2026
RT-000970;R-0031191;ST-006;SKU-00246;1;Xaridor fikri o'zgardi;10.01.2026
RT-000971;R-0050416;ST-002;SKU-00488;6;Muddati o'tgan;08.03.2026
RT-000972;R-0039775;ST-008;SKU-00020;1;Kafolat holati;01.02.2026
RT-000973;R-0037709;ST-003;SKU-00245;1;Sifatsiz mahsulot;11.02.2026
RT-000974;R-0031546;ST-006;SKU-00114;2;Sifatsiz mahsulot;13.01.2026
RT-000975;R-0050153;ST-003;SKU-00061;2;Kafolat holati;06.03.2026
RT-000976;R-0038248;ST-008;SKU-00348;1;Kafolat holati;03.02.2026
RT-000977;R-0035224;ST-011;SKU-00315;1;Noto'g'ri tovar berilgan;20.01.2026
RT-000978;R-0042192;ST-011;SKU-00341;1;Kafolat holati;19.02.2026
RT-000979;R-0035278;ST-001;SKU-00460;2;Qadoq shikastlangan;21.01.2026
RT-000980;R-0034603;ST-010;SKU-00152;4;Xaridor fikri o'zgardi;26.01.2026
RT-000981;R-0030002;ST-001;SKU-00256;5;Qadoq shikastlangan;16.01.2026
RT-000982;R-0033819;ST-003;SKU-00331;1;Qadoq shikastlangan;20.01.2026
RT-000983;R-0048329;ST-009;SKU-00460;2;Qadoq shikastlangan;25.02.2026
RT-000984;R-0050718;ST-001;SKU-00217;2;Noto'g'ri tovar berilgan;04.03.2026
RT-000985;R-0045439;ST-004;SKU-00034;2;Sifatsiz mahsulot;28.02.2026
RT-000986;R-0039375;ST-004;SKU-00030;3;Qadoq shikastlangan;15.02.2026
RT-000987;R-0033643;ST-009;SKU-00425;2;Qadoq shikastlangan;18.01.2026
RT-000988;R-0040306;ST-001;SKU-00329;1;Muddati o'tgan;19.02.2026
RT-000989;R-0044236;ST-001;SKU-00172;1;Sifatsiz mahsulot;14.02.2026
RT-000990;R-0034962;ST-012;SKU-00323;2;Muddati o'tgan;21.01.2026
RT-000991;R-0050907;ST-008;SKU-00157;2;Xaridor fikri o'zgardi;15.03.2026
RT-000992;R-0038651;ST-010;SKU-00357;1;Qadoq shikastlangan;07.02.2026
RT-000993;R-0050823;ST-005;SKU-00116;1;Kafolat holati;10.03.2026
RT-000994;R-0042887;ST-009;SKU-00102;1;Muddati o'tgan;10.02.2026
RT-000995;R-0047733;ST-012;SKU-00459;3;Qadoq shikastlangan;12.03.2026
RT-000996;R-9659318;ST-003;SKU-00458;1;Qadoq shikastlangan;02.02.2026
RT-000997;R-0049162;ST-006;SKU-00050;4;Kafolat holati;05.03.2026
RT-000998;R-0042935;ST-010;SKU-00194;4;Noto'g'ri tovar berilgan;21.02.2026
RT-000999;R-0052157;ST-006;SKU-00361;1;Sifatsiz mahsulot;02.03.2026
RT-001000;R-0034030;ST-011;SKU-00392;1;Sifatsiz mahsulot;18.01.2026
RT-001001;R-0044163;ST-010;SKU-00019;1;Sifatsiz mahsulot;03.03.2026
RT-001002;R-0052143;ST-005;SKU-00049;8;Muddati o'tgan;11.03.2026
RT-001003;R-0043380;ST-004;SKU-00245;1;Kafolat holati;25.02.2026
RT-001004;R-0042995;ST-012;SKU-00220;1;Qadoq shikastlangan;16.02.2026
RT-001005;R-0047860;ST-004;SKU-00248;1;Qadoq shikastlangan;05.03.2026
RT-001006;R-0030641;ST-001;SKU-00300;1;Kafolat holati;06.01.2026
RT-001007;R-0033570;ST-007;SKU-00450;1;Xaridor fikri o'zgardi;17.01.2026
RT-001008;R-0038696;ST-011;SKU-00139;2;Noto'g'ri tovar berilgan;30.01.2026
RT-001009;R-0042036;ST-005;SKU-00313;3;Kafolat holati;26.02.2026
RT-001010;R-0041708;ST-004;SKU-00320;1;Xaridor fikri o'zgardi;09.02.2026
RT-001011;R-0042218;ST-012;SKU-00006;1;Noto'g'ri tovar berilgan;11.02.2026
RT-001012;R-0034110;ST-001;SKU-00474;3;Noto'g'ri tovar berilgan;25.01.2026
RT-001013;R-0030890;ST-009;SKU-00107;2;Muddati o'tgan;07.01.2026
RT-001014;R-0044277;ST-003;SKU-00295;1;Qadoq shikastlangan;27.02.2026
RT-001015;R-0041102;ST-003;SKU-00208;1;Noto'g'ri tovar berilgan;17.02.2026
RT-001016;R-0044051;ST-006;SKU-00049;1;Noto'g'ri tovar berilgan;22.02.2026
RT-001017;R-0046909;ST-012;SKU-00267;1;Kafolat holati;08.03.2026
RT-001018;R-0046244;ST-010;SKU-00036;2;Qadoq shikastlangan;18.02.2026
RT-001019;R-0046882;ST-010;SKU-00031;1;Qadoq shikastlangan;08.03.2026
RT-001020;R-0041845;ST-010;SKU-00274;1;Qadoq shikastlangan;12.02.2026
RT-001021;R-0030236;ST-011;SKU-00082;1;Xaridor fikri o'zgardi;19.01.2026
RT-001022;R-0044451;ST-010;SKU-00042;2;Kafolat holati;20.02.2026
RT-001023;R-0032453;ST-006;SKU-00126;10;Xaridor fikri o'zgardi;13.01.2026
RT-001024;R-0033761;ST-001;SKU-00065;1;Noto'g'ri tovar berilgan;24.01.2026
RT-001025;R-0032703;ST-003;SKU-00170;2;Kafolat holati;29.01.2026
RT-001026;R-0033778;ST-002;SKU-00101;1;Xaridor fikri o'zgardi;28.01.2026
RT-001027;R-0044352;ST-006;SKU-00318;1;Noto'g'ri tovar berilgan;16.02.2026
RT-001028;R-0050934;ST-010;SKU-00158;1;Kafolat holati;18.03.2026
RT-001029;R-0052279;ST-009;SKU-00294;1;Xaridor fikri o'zgardi;12.03.2026
RT-001030;R-0040173;ST-009;SKU-00323;1;Sifatsiz mahsulot;15.02.2026
RT-001031;R-0045984;ST-012;SKU-00072;1;Noto'g'ri tovar berilgan;17.02.2026
RT-001032;R-0041901;ST-012;SKU-00387;1;Xaridor fikri o'zgardi;08.02.2026
RT-001033;R-0037327;ST-001;SKU-00274;1;Xaridor fikri o'zgardi;25.01.2026
RT-001034;R-0034531;ST-008;SKU-00064;4;Qadoq shikastlangan;03.02.2026
RT-001035;R-0034198;ST-005;SKU-00452;3;Muddati o'tgan;02.02.2026
RT-001036;R-0050094;;SKU-00267;1;Sifatsiz mahsulot;04.03.2026
RT-001037;R-0035608;ST-010;SKU-00162;3;Sifatsiz mahsulot;25.01.2026
RT-001038;R-0046803;ST-008;SKU-00213;1;Noto'g'ri tovar berilgan;06.03.2026
RT-001039;R-0036408;ST-003;SKU-00026;2;Kafolat holati;08.02.2026
RT-001040;R-0044260;ST-002;SKU-00047;1;Qadoq shikastlangan;27.02.2026
RT-001041;R-0031306;ST-009;SKU-00482;1;Sifatsiz mahsulot;21.01.2026
RT-001042;R-0030161;ST-008;SKU-00059;1;Xaridor fikri o'zgardi;26.12.2025
RT-001043;R-0045179;ST-007;SKU-00074;1;Noto'g'ri tovar berilgan;02.03.2026
RT-001044;R-0046677;ST-003;SKU-00137;1;Xaridor fikri o'zgardi;11.03.2026
RT-001045;R-0035272;ST-001;SKU-00086;1;Kafolat holati;06.02.2026
RT-001046;R-0049920;ST-007;SKU-00397;1;Kafolat holati;19.03.2026
RT-001047;R-0030678;ST-002;SKU-00241;2;Qadoq shikastlangan;05.01.2026
RT-001048;R-0041545;ST-008;SKU-00194;1;Muddati o'tgan;10.02.2026
RT-001049;R-0033256;ST-010;SKU-00093;6;Noto'g'ri tovar berilgan;23.01.2026
RT-001050;R-0039470;ST-007;SKU-00434;2;Sifatsiz mahsulot;07.02.2026
RT-001051;R-0038645;ST-010;SKU-00191;2;Xaridor fikri o'zgardi;10.02.2026
RT-001052;R-0036989;ST-012;SKU-00459;1;Kafolat holati;29.01.2026
RT-001053;R-0042363;ST-004;SKU-00404;2;Xaridor fikri o'zgardi;21.02.2026
RT-001054;R-0052025;ST-001;SKU-00273;2;Kafolat holati;09.03.2026
RT-001055;R-0038547;ST-006;SKU-00439;1;Kafolat holati;27.01.2026
RT-001056;R-0047711;ST-011;SKU-00243;2;;24.02.2026
RT-001057;R-0042979;ST-012;SKU-00235;1;Kafolat holati;14.02.2026
RT-001058;R-0037024;ST-001;SKU-00217;1;Sifatsiz mahsulot;05.02.2026
RT-001059;R-0041305;ST-012;SKU-00121;1;Muddati o'tgan;14.02.2026
RT-001060;R-0051100;ST-004;SKU-00376;1;Kafolat holati;16.03.2026
RT-001061;R-0041040;ST-001;SKU-00210;2;Sifatsiz mahsulot;23.02.2026
RT-001062;R-0038994;ST-011;SKU-00107;1;Qadoq shikastlangan;05.02.2026
RT-001063;R-0032657;;SKU-00261;5;Xaridor fikri o'zgardi;22.01.2026
RT-001064;R-0034482;ST-005;SKU-00024;1;Noto'g'ri tovar berilgan;20.01.2026
RT-001065;R-0051574;ST-012;SKU-00073;6;Xaridor fikri o'zgardi;17.03.2026
RT-001066;R-0040710;ST-012;SKU-00416;1;Kafolat holati;16.02.2026
RT-001067;R-0037451;ST-006;SKU-00474;1;Xaridor fikri o'zgardi;12.02.2026
RT-001068;R-0039926;ST-001;SKU-00194;1;Qadoq shikastlangan;16.02.2026
RT-001069;R-0051425;ST-006;SKU-00374;1;Xaridor fikri o'zgardi;26.03.2026
RT-001070;R-0034616;ST-011;SKU-00249;1;Noto'g'ri tovar berilgan;18.01.2026
RT-001071;R-0049294;ST-012;SKU-00314;1;Xaridor fikri o'zgardi;27.02.2026
RT-001072;R-0051902;ST-009;SKU-00290;1;Qadoq shikastlangan;13.03.2026
RT-001073;R-0038130;ST-004;SKU-00190;1;Muddati o'tgan;01.02.2026
RT-001074;R-0038887;ST-008;SKU-00181;3;Xaridor fikri o'zgardi;14.02.2026
RT-001075;R-0037153;ST-006;SKU-00336;2;Kafolat holati;09.02.2026
RT-001076;R-0037400;;SKU-00289;1;Sifatsiz mahsulot;30.01.2026
RT-001077;R-0049225;ST-009;SKU-00330;2;Sifatsiz mahsulot;08.03.2026
RT-001078;R-0043898;ST-012;SKU-00453;8;Kafolat holati;25.02.2026
RT-001079;R-0050564;ST-007;SKU-00120;1;Noto'g'ri tovar berilgan;11.03.2026
RT-001080;R-0046575;ST-011;SKU-00383;2;Qadoq shikastlangan;23.02.2026
RT-001081;R-0039655;ST-003;SKU-00169;1;Sifatsiz mahsulot;13.02.2026
RT-001082;R-0033163;ST-007;SKU-00076;3;Qadoq shikastlangan;29.01.2026
RT-001083;R-0042069;;SKU-00003;1;Qadoq shikastlangan;16.02.2026
RT-001084;R-0035464;ST-006;SKU-00158;3;Qadoq shikastlangan;01.02.2026
RT-001085;R-0030868;ST-008;SKU-00399;1;Kafolat holati;16.01.2026
RT-001086;R-0046210;ST-008;SKU-00054;1;Muddati o'tgan;22.02.2026
RT-001087;R-0034864;ST-008;SKU-00101;1;Sifatsiz mahsulot;04.02.2026
RT-001088;R-0036076;ST-001;SKU-00358;1;Kafolat holati;26.01.2026
RT-001089;R-0036647;;SKU-00332;1;Kafolat holati;27.01.2026
RT-001090;R-0046929;ST-001;SKU-00348;4;;21.02.2026
RT-001091;R-0052379;ST-012;SKU-00335;2;Noto'g'ri tovar berilgan;15.03.2026
RT-001092;R-0038486;ST-004;SKU-00399;1;Kafolat holati;29.01.2026
RT-001093;R-0045909;ST-010;SKU-00433;1;Kafolat holati;26.02.2026
RT-001094;R-0036405;ST-003;SKU-00320;3;Sifatsiz mahsulot;01.02.2026
RT-001095;R-0040213;ST-010;SKU-00413;1;Qadoq shikastlangan;18.02.2026
RT-001096;R-0037074;ST-003;SKU-00221;1;Xaridor fikri o'zgardi;29.01.2026
RT-001097;R-0046073;ST-003;SKU-00346;1;Xaridor fikri o'zgardi;28.02.2026
RT-001098;R-0046369;ST-003;SKU-00024;1;Muddati o'tgan;19.02.2026
RT-001099;R-0047732;ST-012;SKU-00056;1;Qadoq shikastlangan;10.03.2026
RT-001100;R-0042683;ST-003;SKU-00431;1;Sifatsiz mahsulot;22.02.2026
RT-001101;R-0035781;ST-004;SKU-00252;1;Xaridor fikri o'zgardi;21.01.2026
RT-001102;R-0050225;ST-006;SKU-00238;1;Noto'g'ri tovar berilgan;14.03.2026
RT-001103;R-0042937;ST-010;SKU-00245;1;Sifatsiz mahsulot;21.02.2026
RT-001104;R-0042902;ST-009;SKU-00120;2;Noto'g'ri tovar berilgan;17.02.2026
RT-001105;R-0030013;ST-001;SKU-00091;4;Xaridor fikri o'zgardi;16.01.2026
RT-001106;R-0052220;ST-008;SKU-00072;1;Muddati o'tgan;12.03.2026
RT-001107;R-0034617;;SKU-00118;1;Kafolat holati;20.01.2026
RT-001108;R-0051057;ST-002;SKU-00361;1;Noto'g'ri tovar berilgan;08.03.2026
RT-001109;R-0038468;ST-003;SKU-00289;1;Xaridor fikri o'zgardi;13.02.2026
RT-001110;R-0046656;ST-002;SKU-00152;2;Qadoq shikastlangan;06.03.2026
RT-001111;R-0046873;ST-010;SKU-00431;2;Noto'g'ri tovar berilgan;22.02.2026
RT-001112;R-0034237;ST-006;SKU-00286;2;Qadoq shikastlangan;01.02.2026
RT-001113;R-0046248;ST-010;SKU-00084;2;Kafolat holati;04.03.2026
RT-001114;R-0046705;ST-004;SKU-00192;1;Qadoq shikastlangan;22.02.2026
RT-001115;R-0041766;ST-006;SKU-00125;1;Muddati o'tgan;14.02.2026
RT-001116;R-0043473;ST-007;SKU-00172;1;Muddati o'tgan;17.02.2026
RT-001117;R-0034293;ST-009;SKU-00252;3;Kafolat holati;25.01.2026
RT-001118;R-0032277;ST-011;SKU-00354;2;Muddati o'tgan;25.01.2026
RT-001119;R-0051117;ST-004;SKU-00265;1;Xaridor fikri o'zgardi;13.03.2026
RT-001120;R-0033223;ST-009;SKU-00064;2;Sifatsiz mahsulot;24.01.2026
RT-001121;R-0034476;ST-005;SKU-00376;2;Noto'g'ri tovar berilgan;21.01.2026
RT-001122;R-0049366;ST-002;SKU-00060;1;Noto'g'ri tovar berilgan;08.03.2026
RT-001123;R-0043420;ST-005;SKU-00122;1;Kafolat holati;28.02.2026
RT-001124;R-0041162;ST-006;SKU-00052;1;Noto'g'ri tovar berilgan;21.02.2026
RT-001125;R-0033700;ST-011;SKU-00362;1;Xaridor fikri o'zgardi;25.01.2026
RT-001126;R-0048948;ST-009;SKU-00443;1;Noto'g'ri tovar berilgan;01.03.2026
RT-001127;R-0041084;ST-003;SKU-00214;1;Noto'g'ri tovar berilgan;26.01.2026
RT-001128;R-0030508;ST-009;SKU-00291;4;Kafolat holati;06.01.2026
RT-001129;R-0049533;ST-007;SKU-00245;2;Noto'g'ri tovar berilgan;11.03.2026
RT-001130;R-0044509;ST-012;SKU-00475;3;;27.02.2026
RT-001131;R-0040345;ST-002;SKU-00206;3;Muddati o'tgan;16.02.2026
RT-001132;R-0032711;ST-004;SKU-00496;1;Sifatsiz mahsulot;15.01.2026
RT-001133;R-0036398;ST-003;SKU-00326;1;Qadoq shikastlangan;29.01.2026
RT-001134;R-0043716;ST-004;SKU-00460;1;Qadoq shikastlangan;11.02.2026
RT-001135;R-0037917;ST-010;SKU-00474;1;Kafolat holati;27.01.2026
RT-001136;R-0045929;ST-010;SKU-00500;2;Qadoq shikastlangan;08.03.2026
RT-001137;R-0047473;ST-004;SKU-00202;1;Kafolat holati;02.03.2026
RT-001138;R-0032534;ST-009;SKU-00054;1;Muddati o'tgan;21.01.2026
RT-001139;R-0033721;ST-012;SKU-00242;1;Muddati o'tgan;31.01.2026
RT-001140;R-0040601;ST-009;SKU-00350;1;Kafolat holati;21.02.2026
RT-001141;R-0047881;ST-005;SKU-00089;3;Kafolat holati;19.02.2026
RT-001142;R-0049485;ST-006;SKU-00016;3;Muddati o'tgan;16.03.2026
RT-001143;R-0041955;ST-002;SKU-00035;1;Xaridor fikri o'zgardi;10.02.2026
RT-001144;R-0037964;ST-011;SKU-00193;1;Qadoq shikastlangan;31.01.2026
RT-001145;R-0045066;ST-004;SKU-00273;1;Qadoq shikastlangan;07.03.2026
RT-001146;R-0034985;ST-001;SKU-00014;1;Kafolat holati;28.01.2026
RT-001147;R-0043917;ST-001;SKU-00157;3;Qadoq shikastlangan;22.02.2026
RT-001148;R-0043415;ST-005;SKU-00486;2;Noto'g'ri tovar berilgan;12.02.2026
RT-001149;R-0038808;;SKU-00201;2;Sifatsiz mahsulot;08.02.2026
RT-001150;R-0035204;ST-010;SKU-00277;2;Qadoq shikastlangan;09.01.2026
RT-001151;R-0043211;ST-008;SKU-00010;1;Qadoq shikastlangan;16.02.2026
RT-001152;R-0031725;ST-002;SKU-00097;1;Muddati o'tgan;09.01.2026
RT-001153;R-0049717;ST-001;SKU-00161;1;Muddati o'tgan;05.03.2026
RT-001154;R-0030272;ST-012;SKU-00226;1;Noto'g'ri tovar berilgan;12.01.2026
RT-001155;R-0040242;ST-011;SKU-00047;1;Muddati o'tgan;12.02.2026
RT-001156;R-0044033;ST-006;SKU-00032;2;Muddati o'tgan;20.02.2026
RT-001157;R-0030928;ST-010;SKU-00370;2;Qadoq shikastlangan;16.01.2026
RT-001158;R-0036955;ST-011;SKU-00018;1;Sifatsiz mahsulot;28.01.2026
RT-001159;R-0041079;ST-003;SKU-00361;1;Kafolat holati;19.02.2026
RT-001160;R-0036549;ST-008;SKU-00312;2;Sifatsiz mahsulot;25.01.2026
RT-001161;R-0030062;ST-003;SKU-00491;1;Xaridor fikri o'zgardi;10.01.2026
RT-001162;R-0042809;ST-006;SKU-00034;2;Muddati o'tgan;18.02.2026
RT-001163;R-0041946;ST-002;SKU-00155;1;Sifatsiz mahsulot;25.02.2026
RT-001164;R-0047899;ST-006;SKU-00459;1;Kafolat holati;03.03.2026
RT-001165;R-0035381;ST-004;SKU-00294;3;Kafolat holati;03.02.2026
RT-001166;R-0051598;ST-001;SKU-00392;1;Muddati o'tgan;17.03.2026
RT-001167;R-0042599;ST-012;SKU-00242;1;Noto'g'ri tovar berilgan;22.02.2026
RT-001168;R-0034064;ST-012;SKU-00213;1;Noto'g'ri tovar berilgan;08.01.2026
RT-001169;R-0040395;ST-003;SKU-00399;1;Kafolat holati;01.02.2026
RT-001170;R-0036634;ST-011;SKU-00216;1;Kafolat holati;30.01.2026
RT-001171;R-0032723;ST-004;SKU-00308;1;Muddati o'tgan;29.01.2026
RT-001172;R-0035713;ST-002;SKU-00136;4;Sifatsiz mahsulot;20.01.2026
RT-001173;R-0040038;ST-005;SKU-00338;1;Muddati o'tgan;11.02.2026
RT-001174;R-0036868;ST-008;SKU-00270;1;Qadoq shikastlangan;01.02.2026
RT-001175;R-0034158;ST-003;SKU-00426;1;Xaridor fikri o'zgardi;16.01.2026
RT-001176;R-0031569;ST-007;SKU-00325;1;Xaridor fikri o'zgardi;12.01.2026
RT-001177;R-0035866;ST-006;SKU-00007;1;Kafolat holati;01.02.2026
RT-001178;R-0047204;ST-009;SKU-00441;2;Sifatsiz mahsulot;09.03.2026
RT-001179;R-0043144;ST-005;SKU-00380;2;Kafolat holati;01.03.2026
RT-001180;R-0034135;ST-002;SKU-00170;4;Qadoq shikastlangan;16.01.2026
RT-001181;R-0040571;ST-008;SKU-00414;1;Sifatsiz mahsulot;18.02.2026
RT-001182;R-0038745;ST-001;SKU-00309;3;Kafolat holati;31.01.2026
RT-001183;R-0033844;ST-004;SKU-00460;1;Qadoq shikastlangan;26.01.2026
RT-001184;R-0052076;ST-003;SKU-00007;2;Qadoq shikastlangan;17.03.2026
RT-001185;R-0038147;ST-005;SKU-00230;1;Qadoq shikastlangan;10.02.2026
RT-001186;R-0046933;ST-001;SKU-00399;1;Noto'g'ri tovar berilgan;20.02.2026
RT-001187;R-0034036;ST-011;SKU-00074;1;Sifatsiz mahsulot;19.01.2026
RT-001188;R-0049289;ST-011;SKU-00087;1;Qadoq shikastlangan;15.03.2026
RT-001189;R-0039082;ST-003;SKU-00056;1;Qadoq shikastlangan;17.02.2026
RT-001190;R-0047982;ST-009;SKU-00498;2;Noto'g'ri tovar berilgan;13.03.2026
RT-001191;R-0035563;ST-009;SKU-00249;4;Noto'g'ri tovar berilgan;17.01.2026
RT-001192;R-0048572;ST-007;SKU-00470;2;Xaridor fikri o'zgardi;16.03.2026
RT-001193;R-0038522;ST-005;SKU-00372;3;Sifatsiz mahsulot;27.01.2026
RT-001194;R-0032983;ST-002;SKU-00021;1;Kafolat holati;16.01.2026
RT-001195;R-0035314;ST-002;SKU-00349;1;Xaridor fikri o'zgardi;06.02.2026
RT-001196;R-0050062;ST-012;SKU-00125;2;Qadoq shikastlangan;13.03.2026
RT-001197;R-0038084;ST-003;SKU-00014;1;Noto'g'ri tovar berilgan;20.01.2026
RT-001198;R-0040000;ST-004;SKU-00100;1;Noto'g'ri tovar berilgan;02.02.2026
RT-001199;R-0043433;ST-006;SKU-00058;1;Kafolat holati;14.02.2026
RT-001200;R-0034284;ST-009;SKU-00497;2;Qadoq shikastlangan;22.01.2026
RT-001201;R-0051665;ST-003;SKU-00006;1;Xaridor fikri o'zgardi;22.03.2026
RT-001202;R-0037454;ST-006;SKU-00013;5;Noto'g'ri tovar berilgan;11.02.2026
RT-001203;R-9965277;ST-004;SKU-00022;7;Muddati o'tgan;04.03.2026
RT-001204;R-0042911;ST-009;SKU-00110;2;Muddati o'tgan;27.02.2026
RT-001205;R-9221186;ST-012;SKU-00332;2;Sifatsiz mahsulot;18.03.2026
RT-001206;R-0036566;ST-009;SKU-00440;6;Sifatsiz mahsulot;24.01.2026
RT-001207;R-0047968;ST-008;SKU-00232;1;Muddati o'tgan;27.02.2026
RT-001208;R-0048918;ST-008;SKU-00168;2;Qadoq shikastlangan;26.02.2026
RT-001209;R-0037843;ST-008;SKU-00021;2;Xaridor fikri o'zgardi;01.02.2026
RT-001210;R-0034503;ST-006;SKU-00498;3;Sifatsiz mahsulot;29.01.2026
RT-001211;R-0048407;ST-012;SKU-00122;1;Muddati o'tgan;15.03.2026
RT-001212;R-0033137;ST-006;SKU-00495;1;Kafolat holati;11.01.2026
RT-001213;R-0042512;ST-009;SKU-00305;4;Xaridor fikri o'zgardi;26.02.2026
RT-001214;R-0036453;ST-005;SKU-00049;1;Sifatsiz mahsulot;22.01.2026
RT-001215;R-0045869;ST-009;SKU-00245;2;Xaridor fikri o'zgardi;03.03.2026
RT-001216;R-0051466;ST-007;SKU-00028;1;Noto'g'ri tovar berilgan;17.03.2026
RT-001217;R-0030800;ST-006;SKU-00191;2;Xaridor fikri o'zgardi;13.01.2026
RT-001218;R-0048489;ST-003;SKU-00135;5;Sifatsiz mahsulot;25.02.2026
RT-001219;R-0049886;ST-006;SKU-00083;1;Qadoq shikastlangan;14.03.2026
RT-001220;R-0043804;ST-008;SKU-00003;3;Qadoq shikastlangan;11.02.2026
RT-001221;R-0033405;ST-002;SKU-00244;1;Qadoq shikastlangan;22.01.2026
RT-001222;R-0036942;ST-010;SKU-00213;1;Kafolat holati;02.02.2026
RT-001223;R-0041567;ST-010;SKU-00317;1;Qadoq shikastlangan;17.02.2026
RT-001224;R-0039834;ST-010;SKU-00304;1;Noto'g'ri tovar berilgan;11.02.2026
RT-001225;R-0048117;ST-002;SKU-00276;2;Sifatsiz mahsulot;05.03.2026
RT-001226;R-0050798;ST-004;SKU-00231;1;Xaridor fikri o'zgardi;14.03.2026
RT-001227;R-0036783;ST-005;SKU-00354;1;Qadoq shikastlangan;28.01.2026
RT-001228;R-0035700;ST-001;SKU-00125;1;Noto'g'ri tovar berilgan;04.02.2026
RT-001229;R-0035316;ST-002;SKU-00111;1;Muddati o'tgan;27.01.2026
RT-001230;R-0047366;ST-001;SKU-00005;4;Sifatsiz mahsulot;04.03.2026
RT-001231;R-0032924;ST-012;SKU-00349;4;Noto'g'ri tovar berilgan;29.01.2026
RT-001232;R-0050862;ST-007;SKU-00011;2;Xaridor fikri o'zgardi;13.03.2026
RT-001233;R-0048225;ST-006;SKU-00226;1;;03.03.2026
RT-001234;R-0036400;ST-003;SKU-00089;1;Sifatsiz mahsulot;22.01.2026
RT-001235;R-0031647;ST-010;SKU-00363;1;Muddati o'tgan;18.01.2026
RT-001236;R-0049231;ST-009;SKU-00303;2;Kafolat holati;14.03.2026
RT-001237;R-0042865;ST-008;SKU-00349;2;Kafolat holati;16.02.2026
RT-001238;R-0030182;ST-008;SKU-00221;1;Kafolat holati;21.01.2026
